merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_raw,ticket_size_negative_flag,ticket_size_missing_flag,mcc_missing_flag,settlement_account_missing_flag,onboarding_date_missing_flag,merchant_suspended_flag,merchant_blocked_flag
9999,"KONDA, SUBRAMANIAN AND RAU",5999,Retail Other,Individual,MUMBAI,Maharashtra,2024-01-16 20:59:00,,ACTIVE,0.51,9999,0,0,0,1,0,0,0
MCH2954,gour group,5912,MEDICAL_STORE,partnership,Calcutta,West Bengal,2024-02-13 21:15:01,,ACTIVE,0.1398,MCH2954,0,0,0,1,0,0,0
MCH1627,DUA LTD,5999,Miscellaneous,private_limited,LKO,Uttar Pradesh,2024-07-31 00:00:00,,ACTIVE,160.25,MCH1627,0,0,0,1,0,0,0
MCH5505,Korpal Inc,4814,Telecom,INDIVIDUAL,Bombay,Maharashtra,2025-05-05 00:00:00,,ACTIVE,1908.25,MCH5505,0,0,0,1,0,0,0
MCH2588,datta inc,5699,Apparel,Private Limited,Jaipur,Rajasthan,2024-09-28 00:00:00,XXXX7714,ACTIVE,311.95,MCH2588,0,0,0,0,0,0,0
MCH4187,"Tella, Hayre and Patla",8120,eating place,sole_proprietor,Jaipur,Rajasthan,2023-09-08 00:00:00,,SUSPENDED,2332.84,MCH4187,0,0,0,1,0,1,0
MCH2470,Chadha LLC,,Retail Other,INDIVIDUAL,LKO,Uttar Pradesh,2025-01-28 00:00:00,DYBS8259485877528,ACTIVE,144.47,MCH 2470,0,0,1,0,0,0,0
MCH9257,Deep-Venkataraman,0110,Hotels,PARTNERSHIP,ASR,Punjab,2023-12-17 00:00:00,AYAD9422325940628,ACTIVE,705.83,MCH9257,0,0,0,0,0,0,0
3404,"parekh, lad and soman",5311,DEPT_STORE,Individual,Mumbai,Maharashtra,2023-02-16 00:00:00,PSMJ2500672647390,ACTIVE,-1405.46,3404,1,0,0,0,0,0,0
MCH6447,"Mody, Dara and Ray",5812,Restaurant,INDIVIDUAL,Calcutta,West Bengal,2023-05-19 00:00:00,XXXX4551,ACTIVE,860.24,MCH 6447,0,0,0,0,0,0,0
MCH9335,Shenoy Group,5699,garments,PARTNERSHIP,Lucknow,Uttar Pradesh,2024-07-07 04:29:20,,ACTIVE,1203.23,MCH9335,0,0,0,1,0,0,0
MCH6974,Ramaswamy Ltd,5311,Department Stores,INDIVIDUAL,Delhi,Delhi,2026-01-01 00:00:00,XXXX1883,ACTIVE,0.1499,MCH6974,0,0,0,0,0,0,0
MCH8648,MUKHOPADHYAY PLC,1310,Bus/Taxi,Sole Proprietor,Mumbai,Maharashtra,2023-11-21 00:00:00,YHOL6648547123400,ACTIVE,0.1325,MCH8648,0,0,0,0,0,0,0
MCH2445,"Vohra, Gill and Saini",5311,DEPT_STORE,Individual,JPR,Rajasthan,2025-05-01 00:00:00,XXXX4477,INACTIVE,887.98,MCH2445,0,0,0,0,0,0,0
MCH8934,kakar group,5812,FOOD_SERVICES,SOLE-PROPRIETOR,LDH,Punjab,,WUVU9130782874849,ACTIVE,1507.45,MCH8934,0,0,0,0,1,0,0
7386,Tara PLC,5912,chemist,PRIVATE-LIMITED,Hyd,Telangana,2025-12-17 00:00:00,,HOLD,1062.8,7386,0,0,0,1,0,0,0
MCH9353,"Baral, Raj and Mishra",4110,kirana,PARTNERSHIP,bengaluru,Karnataka,2025-03-19 22:49:10,1787550452,ACTIVE,,MCH9353,0,1,0,0,0,0,0
MCH1960,Bail-Chand,5411,kirana,PARTNERSHIP,Hyd,Telangana,2024-08-26 00:00:00,XXXX7716,ACTIVE,0.613,MCH 1960,0,0,0,0,0,0,0
MCH5067,Mangat-Pant,4814,TELECOM,Individual,Poona,Maharashtra,2024-02-27 00:00:00,NOGU4869470784091,ACTIVE,1263.65,mch5067,0,0,0,0,0,0,0
MCH4082,Khurana Inc,5999,Other,private_limited,delhi,Delhi,2023-06-02 00:00:00,MAKF1380226043660,INACTIVE,288.7,MCH4082,0,0,0,0,0,0,0
MCH5637,pandit-bail,5311,Retail,Private Limited,lucknow,Uttar Pradesh,2024-09-15 00:00:00,XXXX5250,ACTIVE,905.79,MCH 5637,0,0,0,0,0,0,0
5662,BUCH PLC,1310,TRAVEL,partnership,DELHI,Delhi,2023-01-18 20:50:14,9769098268,ACTIVE,2776.96,5662,0,0,0,0,0,0,0
MCH8725,"SHAH, KRISHNA AND BORRA",5699,Clothing,SOLE-PROPRIETOR,lucknow,Uttar Pradesh,2024-02-15 00:00:00,,ACTIVE,-508.73,MCH8725,1,0,0,1,0,0,0
MCH4374,Venkatesh LLC,7011,Hotel,INDIVIDUAL,Jalandhar,Punjab,2025-01-15 22:22:17,,ACTIVE,418.37,MCH4374,0,0,0,1,0,0,0
MCH4131,"Goyal, Krishnamurthy and Dewan",4131,Transport,INDIVIDUAL,Jaipur,Rajasthan,2023-10-24 14:15:00,4282467745,INACTIVE,319.32,MCH4131,0,0,0,0,0,0,0
4818,Trivedi-Randhawa,5411,Grocery,partnership,bengaluru,Karnataka,,XXXX9024,ACTIVE,1275.92,4818,0,0,0,0,1,0,0
MCH5186,"Iyer, Sarma and Issac",5311,department store,PRIVATE-LIMITED,jaipur,Rajasthan,2023-03-27 20:46:00,WHOY9873117052427,INACTIVE,830.18,MCH5186,0,0,0,0,0,0,0
7509,Narasimhan-Naidu,5699,garments,SOLE-PROPRIETOR,Kolkata,West Bengal,2025-07-29 00:00:00,RUXH2213582281170,ACTIVE,1271.23,7509,0,0,0,0,0,0,0
MCH6992,"Srivastava, Sha and Natarajan",5812,Restaurant,Partnership,amritsar,Punjab,2026-01-21 00:00:00,5921074250,ACTIVE,0.893,MCH6992,0,0,0,0,0,0,0
MCH4145,"Dalal, Dass and Vaidya",5942,Book Store,sole_proprietor,Poona,Maharashtra,2025-09-16 00:00:00,PZMX8375142166938,SUSPENDED,-1294.48,MCH-4145,1,0,0,0,0,1,0
MCH6356,"pandit, wagle and kata",7011,Hospitality,private_limited,ASR,Punjab,2024-08-03 09:31:28,XXXX6397,INACTIVE,499.8,MCH6356,0,0,0,0,0,0,0
MCH7540,Buch-Das,5311,DEPT_STORE,SOLE-PROPRIETOR,Hyd,Telangana,2025-05-17 00:00:00,ILTI6803944844549,ACTIVE,-2362.92,MCH 7540,1,0,0,0,0,0,0
MCH6020,Goda Ltd,5942,Books,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-01-09 00:00:00,XXXX5529,ACTIVE,2555.72,mch6020,0,0,0,0,0,0,0
MCH8921,"Palla, Kanda and Kohli",5411,Grocery Stores,INDIVIDUAL,jaipur,Rajasthan,2023-04-01 00:00:00,,INACTIVE,1560.65,mch8921,0,0,0,1,0,0,0
MCH5770,kari llc,5912,Medical,Private Limited,HYDERABAD,Telangana,2025-01-29 10:38:17,,ACTIVE,573.41,MCH5770,0,0,0,1,0,0,0
MCH8324,Golla-Chaudhuri,7011,Hospitality,PRIVATE_LIMITED,jalandhar,Punjab,2025-06-04 00:00:00,,ACTIVE,,mch8324,0,1,0,1,0,0,0
MCH5596,Biswas Group,5311,Retail,partnership,Bangalore,Karnataka,2024-02-12 00:00:00,MQQQ6004896266330,SUSPENDED,-464.03,MCH5596,1,0,0,0,0,1,0
MCH7832,"Sodhi, Venkataraman and Kohli",5999,Misc Retail,INDIVIDUAL,Delhi,Delhi,2025-06-02 00:45:12,XXXX9396,ACTIVE,4116.49,MCH7832,0,0,0,0,0,0,0
MCH6977,SATHE-JHA,5942,Book Store,INDIVIDUAL,LKO,Uttar Pradesh,2023-08-06 00:00:00,XXXX2950,ACTIVE,-1341.62,MCH6977,1,0,0,0,0,0,0
MCH9472,Sankaran-Om,5699,Apparel,private_limited,delhi,Delhi,2023-03-06 00:00:00,OYDX9439754020828,INACTIVE,4710.1,mch9472,0,0,0,0,0,0,0
5955,Lad-K0nda,5411,Grocery,sole_proprietor,JPR,Rajasthan,2023-07-26 00:00:00,,ACTIVE,1069.21,5955,0,0,0,1,0,0,0
MCH4288,KASHYAP-PUROHIT,5699,Fashion,private_limited,JPR,Rajasthan,2025-10-08 00:00:00,,ACTIVE,262.02,MCH4288,0,0,0,1,0,0,0
MCH8579,OM LLC,5311,Department Stores,SOLE-PROPRIETOR,BLR,Karnataka,2024-10-05 00:00:00,IKJV1180612753786,ACTIVE,3034.67,MCH8579,0,0,0,0,0,0,0
MCH7685,"Badal, Khurana and Bansal",3110,Department Stores,INDIVIDUAL,Jalandhar,Punjab,2025-05-06 00:19:28,XXXX6889,INACTIVE,-3304.25,MCH7685,1,0,0,0,0,0,0
MCH5217,"Kapur, Sabharwal and Chaudhuri",5311,Retail,Sole Proprietor,lucknow,Uttar Pradesh,2023-03-07 21:02:17,OZSL0162567761883,INACTIVE,499.03,MCH5217,0,0,0,0,0,0,0
MCH4754,"Chhabra, Setty and Srinivasan",5699,CLOTHS,PRIVATE-LIMITED,HYDERABAD,Telangana,2023-12-04 00:00:00,LSCG0121828291549,INACTIVE,2016.37,MCH4754,0,0,0,0,0,0,0
MCH3778,"Bhagat, Sama and Murthy",,phone service,individual,amritsar,Punjab,2026-01-18 00:00:00,ETOX8271252256292,INACTIVE,2790.66,mch3778,0,0,1,0,0,0,0
MCH4544,"Som, Deshmukh and Narang",5411,kirana,Partnership,Bangalore,Karnataka,2023-04-28 00:00:00,,ACTIVE,4619.33,MCH-4544,0,0,0,1,0,0,0
MCH4642,Jaggi Ltd,5411,GROCERY_STORE,PARTNERSHIP,delhi,Delhi,2024-04-16 00:00:00,XXXX5243,SUSPENDED,1180.53,MCH-4642,0,0,0,0,0,1,0
MCH5409,Buch Inc,5699,Apparel,SOLE-PROPRIETOR,Amritsar,Punjab,2023-03-04 00:10:00,VIYX5305249313484,ACTIVE,0.922,MCH5409,0,0,0,0,0,0,0
MCH2681,Mahajan and Sons,5699,Fashion,Sole Proprietor,Bengaluru,Karnataka,2023-03-17 00:00:00,XXXX6222,ACTIVE,721.36,mch2681,0,0,0,0,0,0,0
MCH6099,Yadav LLC,4814,TELECOM,PARTNERSHIP,Bengaluru,Karnataka,2025-06-16 00:00:00,7606007756,ACTIVE,4726.0,MCH6099,0,0,0,0,0,0,0
MCH5843,Wason and Sons,4814,Mobile Recharge,INDIVIDUAL,HYDERABAD,Telangana,2023-05-30 00:00:00,,INACTIVE,1023.46,MCH5843,0,0,0,1,0,0,0
MCH2816,Behl Group,5812,Food,sole_proprietor,amritsar,Punjab,2023-02-17 00:00:00,UHYF4970596803050,INACTIVE,5297.33,MCH2816,0,0,0,0,0,0,0
MCH5961,Batra Ltd,5812,Restaurant,Individual,jalandhar,Punjab,2024-05-24 00:00:00,CHMJ2049480871128,ACTIVE,0.608,MCH5961,0,0,0,0,0,0,0
MCH2797,Sandhu-Singh,7011,HOTEL_LODGING,Partnership,Bengaluru,Karnataka,2025-05-27 00:00:00,XXXX2336,ACTIVE,1083.54,MCH 2797,0,0,0,0,0,0,0
MCH7621,Iyer-Mangal,5411,kirana,SOLE-PROPRIETOR,Jalandar,Punjab,2023-09-14 09:28:09,9620926226,ACTIVE,1096.69,MCH-7621,0,0,0,0,0,0,0
MCH2574,Bala and Sons,5699,Fashion,individual,DELHI,Delhi,,HZFE1194010260924,SUSPENDED,197.23,MCH 2574,0,0,0,0,1,1,0
MCH1894,Shenoy-Venkatesh,5699,CLOTHS,INDIVIDUAL,Dilli,Delhi,2024-09-16 09:00:00,CBAO3449497595676,ACTIVE,666.26,MCH1894,0,0,0,0,0,0,0
3265,Rau PLC,5311,Department Stores,partnership,Poona,Maharashtra,2023-07-01 00:00:00,,ACTIVE,843.84,3265,0,0,0,1,0,0,0
MCH8967,"KAKAR, MANDAL AND SEHGAL",4814,TELECOM,private_limited,DELHI,Delhi,2024-01-26 00:00:00,XXXX8902,ACTIVE,-3964.67,MCH8967,1,0,0,0,0,0,0
MCH9769,Setty-Mistry,5311,Retail,PARTNERSHIP,Mumbay,Maharashtra,2023-10-31 00:00:00,,ACTIVE,301.79,MCH9769,0,0,0,1,0,0,0
MCH6445,Shere and Sons,5912,Medical,individual,Ludhiana,Punjab,2025-01-28 00:00:00,,ACTIVE,0.766,MCH6445,0,0,0,1,0,0,0
MCH8591,Dutta and Sons,5999,Misc Retail,Individual,Kolkata,West Bengal,2025-02-02 00:00:00,XXXX4892,ACTIVE,2731.17,MCH8591,0,0,0,0,0,0,0
MCH5851,Sani Ltd,5999,Retail Other,Partnership,Jaipur,Rajasthan,2023-02-06 00:00:00,5213441540,ACTIVE,1306.04,MCH5851,0,0,0,0,0,0,0
MCH8769,Dara-Keer,5912,Pharmacies,Private Limited,JPR,Rajasthan,2024-12-29 11:46:00,,ACTIVE,637.83,MCH8769,0,0,0,1,0,0,0
MCH8437,"Kurian, Yadav and Sidhu",5812,eating place,partnership,ASR,Punjab,2024-09-09 00:00:00,,ACTIVE,1382.63,MCH8437,0,0,0,1,0,0,0
MCH8654,Bal-Rastogi,9420,Books,INDIVIDUAL,Lucknow,Uttar Pradesh,,OIHN1833579743530,INACTIVE,619.2,MCH8654,0,0,0,0,1,0,0
MCH5829,Mall LLC,5699,Apparel,SOLE_PROPRIETOR,Madras,Tamil Nadu,2023-07-12 00:00:00,,ACTIVE,-940.71,MCH5829,1,0,0,1,0,0,0
MCH3321,Barad-Trivedi,,transprt,Sole Proprietor,amritsar,Punjab,2025-09-19 04:50:00,,ACTIVE,2096.6,MCH3321,0,0,1,1,0,0,0
MCH8091,"TRIVEDI, VOHRA AND DASH",5812,FOOD_SERVICES,SOLE-PROPRIETOR,LDH,Punjab,2023-03-26 00:00:00,XXXX3774,ACTIVE,1507.11,MCH8091,0,0,0,0,0,0,0
MCH6944,Amb1e-Duga1,4131,Bus/Taxi,INDIVIDUAL,Bombay,Maharashtra,2023-02-22 00:00:00,YQIS3275286791151,ACTIVE,1017.42,MCH6944,0,0,0,0,0,0,0
MCH3328,Singh-Comar,5912,MEDICAL_STORE,sole_proprietor,pune,Maharashtra,2025-12-14 00:00:00,XXXX6840,ACTIVE,-3993.96,MCH3328,1,0,0,0,0,0,0
MCH7272,Kulkarni-Subramanian,4131,TRAVEL,Sole Proprietor,bengaluru,Karnataka,2023-12-21 09:01:15,XXXX7890,INACTIVE,376.69,MCH7272,0,0,0,0,0,0,0
MCH9743,Sahota-Krish,5942,Stationery,private_limited,LDH,Punjab,2023-05-22 00:00:00,,ACTIVE,873.78,mch9743,0,0,0,1,0,0,0
MCH3601,Deshpande-Nigam,4131,Transport,Partnership,Bengaluru,Karnataka,2024-12-06 06:21:00,7464108463,ACTIVE,2765.11,MCH3601,0,0,0,0,0,0,0
MCH7795,"Samra, Venkataraman and Bhatti",4131,TRAVEL,PRIVATE-LIMITED,Amritsar,Punjab,2024-03-08 04:15:00,XXXX1904,ACTIVE,723.93,MCH7795,0,0,0,0,0,0,0
MCH9456,Anne Group,5999,Misc Retail,Sole Proprietor,chennai,Tamil Nadu,2024-05-16 00:00:00,,ACTIVE,896.81,MCH9456,0,0,0,1,0,0,0
MCH4385,Bera-S0m,,groceries,private_limited,Jalandar,Punjab,2023-05-08 00:00:00,XXXX8868,ACTIVE,2548.67,MCH4385,0,0,1,0,0,0,0
MCH2604,Sharaf-Kaur,4131,Transportation,Private Limited,Lucknow,Uttar Pradesh,2023-10-30 00:00:00,CYOT7406673710255,ACTIVE,1813.01,MCH2604,0,0,0,0,0,0,0
3936,Bath Inc,5411,GROCERY_STORE,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-06-13 00:00:00,,ACTIVE,879.38,3936,0,0,0,1,0,0,0
MCH5861,MANNE-CHATTERJEE,5812,Food,SOLE_PROPRIETOR,DELHI,Delhi,2024-10-28 00:00:00,,ACTIVE,174.45,MCH 5861,0,0,0,1,0,0,0
MCH5293,Palla-Dhar,4131,TRAVEL,Private Limited,bengaluru,Karnataka,2024-07-12 00:00:00,DZXI0061252359392,SUSPENDED,1936.57,MCH5293,0,0,0,0,0,1,0
MCH5809,Buch PLC,4131,Bus/Taxi,INDIVIDUAL,BLR,Karnataka,2025-01-22 00:00:00,,ACTIVE,461.99,MCH5809,0,0,0,1,0,0,0
MCH9120,sood ltd,7011,Hotel,SOLE-PROPRIETOR,Mumbay,Maharashtra,2025-09-24 21:17:00,,ACTIVE,680.9,MCH9120,0,0,0,1,0,0,0
MCH7326,"Mandal, Behl and Bhattacharyya",7011,Hospitality,sole_proprietor,Chennai,Tamil Nadu,2024-10-26 07:07:51,,ACTIVE,1119.05,MCH7326,0,0,0,1,0,0,0
MCH4042,ROUT-MAHARAJ,5999,Miscellaneous,PARTNERSHIP,amritsar,Punjab,2024-12-01 06:50:00,LYKH2325135629245,ACTIVE,696.23,MCH4042,0,0,0,0,0,0,0
MCH1216,"Agarwal, Dave and Vala",7011,hotels,SOLE-PROPRIETOR,chennai,Tamil Nadu,2024-10-18 00:00:00,,ACTIVE,2228.42,MCH1216,0,0,0,1,0,0,0
MCH3384,BALA-DHALIWAL,5942,Book Store,INDIVIDUAL,Mumbai,Maharashtra,,,ACTIVE,635.55,mch3384,0,0,0,1,1,0,0
MCH4567,Bhatti Inc,7011,Hotels,partnership,HYDERABAD,Telangana,2023-03-29 00:00:00,XXXX2555,ACTIVE,1514.65,mch4567,0,0,0,0,0,0,0
MCH9092,Deshmukh Inc,7011,HOTEL_LODGING,Individual,jalandhar,Punjab,2024-02-11 00:00:00,PJZZ8412701337348,INACTIVE,859.52,MCH9092,0,0,0,0,0,0,0
MCH8622,choudhry-krishna,7011,HOTEL_LODGING,Partnership,Pune,Maharashtra,2025-03-18 00:00:00,,ACTIVE,196.86,MCH8622,0,0,0,1,0,0,0
MCH5618,Mital-Sandhu,5411,Grocery Stores,PARTNERSHIP,Poona,Maharashtra,,4978324715,ACTIVE,0.862,MCH5618,0,0,0,0,1,0,0
MCH8945,"Sankar, Swamy and Char",5411,groceries,sole_proprietor,kolkata,West Bengal,2026-02-26 00:00:00,XXXX4564,ACTIVE,0.1329,MCH 8945,0,0,0,0,0,0,0
9662,Basu-Korpal,4814,TELECOM,private_limited,Poona,Maharashtra,2023-09-13 15:28:38,WZTV1265477628451,ACTIVE,0.1152,9662,0,0,0,0,0,0,0
MCH9229,Anne-Parikh,,BOOKS_STATIONERY,Private Limited,jaipur,Rajasthan,2025-10-23 00:00:00,,INACTIVE,173.81,MCH9229,0,0,1,1,0,0,0
MCH8013,Thakkar-Vohra,5942,Books,Sole Proprietor,Bengaluru,Karnataka,2024-08-06 00:00:00,8058369632,ACTIVE,,MCH8013,0,1,0,0,0,0,0
MCH2418,Dasgupta-Dhingra,4131,Transport,individual,Mumbay,Maharashtra,2023-01-26 00:00:00,YNNK7976103050442,INACTIVE,665.99,MCH2418,0,0,0,0,0,0,0
MCH2093,Ghosh-Gaba,,Misc Retail,SOLE-PROPRIETOR,Ludhiana,Punjab,2024-02-05 00:00:00,IJYU8161082317804,ACTIVE,0.2389,MCH2093,0,0,1,0,0,0,0
MCH8053,CHHABRA INC,4814,telecom,individual,Hyderabad,Telangana,2023-03-29 01:53:59,XXXX7777,ACTIVE,1235.44,mch8053,0,0,0,0,0,0,0
MCH1555,Raj LLC,5942,Stationery,individual,Pune,Maharashtra,2023-04-23 00:00:00,,ACTIVE,0.602,MCH1555,0,0,0,1,0,0,0
7581,"Deshpande, Butala and Jain",5699,Clothing,Private Limited,Lucknow,Uttar Pradesh,2024-08-13 00:00:00,5640516477,ACTIVE,,7581,0,1,0,0,0,0,0
7930,"Bhatt, Ganguly and Dhingra",5311,Department Stores,sole_proprietor,Dilli,Delhi,2025-12-16 00:00:00,,BLOCKED,1892.15,7930,0,0,0,1,0,0,1
MCH2248,Mutti-Manne,5812,Restaurant,PARTNERSHIP,Ludhiana,Punjab,2023-11-22 00:00:00,,INACTIVE,0.1021,mch2248,0,0,0,1,0,0,0
MCH1840,Chahal and Sons,5942,Stationery,SOLE-PROPRIETOR,Ludhiana,Punjab,2026-06-02 00:00:00,XXXX9616,ACTIVE,0.764,MCH1840,0,0,0,0,0,0,0
MCH4495,"Nadig, Gade and Jha",5942,Book Store,partnership,Hyd,Telangana,2024-05-10 06:24:00,,ACTIVE,1329.61,mch4495,0,0,0,1,0,0,0
MCH1405,chandra inc,5311,Department Store,PARTNERSHIP,ludhiana,Punjab,2026-02-10 00:00:00,4121935460,INACTIVE,0.1248,MCH1405,0,0,0,0,0,0,0
MCH2033,"Munshi, Sundaram and Bhasin",5699,garments,PRIVATE-LIMITED,Poona,Maharashtra,2025-09-30 00:00:00,XXXX3680,ACTIVE,294.83,MCH2033,0,0,0,0,0,0,0
MCH4529,Wali LLC,5999,Other,SOLE-PROPRIETOR,DELHI,Delhi,2023-02-13 00:00:00,XXXX0169,HOLD,468.55,MCH4529,0,0,0,0,0,0,0
MCH3233,"Dada, Pingle and Date",5699,Fashion,INDIVIDUAL,Poona,Maharashtra,2025-11-23 00:00:00,,INACTIVE,5434.84,MCH 3233,0,0,0,1,0,0,0
MCH1573,"Tailor, Som and Soni",4814,phone service,PARTNERSHIP,jalandhar,Punjab,2023-12-11 00:00:00,,ACTIVE,540.2,mch1573,0,0,0,1,0,0,0
MCH8795,basak-bhavsar,5942,BOOKS_STATIONERY,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-03-15 00:00:00,XXXX0185,INACTIVE,243.16,MCH-8795,0,0,0,0,0,0,0
MCH3272,Gera Group,6990,CLOTHS,sole_proprietor,chennai,Tamil Nadu,2023-03-04 12:44:00,EMXM6349169987807,ACTIVE,2272.01,MCH3272,0,0,0,0,0,0,0
MCH2223,Dhaliwal LLC,4814,Mobile Recharge,individual,mumbai,Maharashtra,2024-07-14 16:20:52,XXXX3669,ACTIVE,543.88,MCH2223,0,0,0,0,0,0,0
MCH8644,M0re-L0ke,4131,Transportation,individual,ludhiana,Punjab,2025-07-20 00:00:00,,ACTIVE,1294.91,MCH8644,0,0,0,1,0,0,0
6666,"atwal, sahni and baral",5311,Retail,PRIVATE_LIMITED,mumbai,Maharashtra,2025-03-03 00:00:00,,HOLD,2735.37,6666,0,0,0,1,0,0,0
MCH2188,"Sundaram, Prakash and Sheth",5699,Fashion,sole_proprietor,HYDERABAD,Telangana,2025-11-02 20:29:00,,ACTIVE,-778.36,MCH-2188,1,0,0,1,0,0,0
MCH1732,"BAL, LOKE AND CHADHA",5411,GROCERY_STORE,PRIVATE-LIMITED,Delhi,Delhi,2024-10-24 00:00:00,9581945425,ACTIVE,3477.98,MCH1732,0,0,0,0,0,0,0
MCH8492,Narayan Gr0up,4814,TELECOM,Individual,Calcutta,West Bengal,,XXXX3928,INACTIVE,,MCH8492,0,1,0,0,1,0,0
MCH7991,Rastogi PLC,5942,Book Store,PARTNERSHIP,Mumbay,Maharashtra,,,ACTIVE,1076.7,MCH 7991,0,0,0,1,1,0,0
MCH1816,Modi-Sinha,,Grocery Stores,INDIVIDUAL,HYDERABAD,Telangana,2023-11-24 00:00:00,XXXX5140,ACTIVE,,MCH1816,0,1,1,0,0,0,0
MCH1956,Sodhi PLC,5912,pharmacy,INDIVIDUAL,amritsar,Punjab,2025-09-28 15:41:51,TLKU2109519549509,ACTIVE,1459.74,MCH1956,0,0,0,0,0,0,0
MCH1343,NARASIMHAN-SHETTY,9990,Miscellaneous,INDIVIDUAL,kolkata,West Bengal,2023-08-18 00:00:00,LWCS5510064722287,ACTIVE,3443.8,MCH1343,0,0,0,0,0,0,0
MCH8674,"Mani, Dutta and Issac",5812,Food,PRIVATE_LIMITED,chennai,Tamil Nadu,2023-05-05 15:05:33,1748773482,ACTIVE,,MCH 8674,0,1,0,0,0,0,0
MCH4637,Mitter-Pandya,5411,Grocery Stores,Individual,Chennai,Tamil Nadu,2023-05-09 20:41:00,XXXX4099,ACTIVE,2198.28,MCH4637,0,0,0,0,0,0,0
MCH7833,"Chopra, Baral and Hayre",5942,Books,sole_proprietor,HYDERABAD,Telangana,2023-02-10 07:53:34,,SUSPENDED,0.648,MCH7833,0,0,0,1,0,1,0
MCH4767,Prasad Inc,,phone service,PRIVATE-LIMITED,pune,Maharashtra,2023-06-20 00:00:00,,INACTIVE,789.87,MCH 4767,0,0,1,1,0,0,0
MCH9298,Jain Ltd,5942,Books,SOLE_PROPRIETOR,Bangalore,Karnataka,2024-02-03 12:58:21,XXXX4996,ACTIVE,8519.11,MCH9298,0,0,0,0,0,0,0
MCH5268,Nagy-Ravel,5999,Misc Retail,sole_proprietor,kolkata,West Bengal,2025-10-23 00:00:00,AMOJ0905717120034,BLOCKED,4125.6,MCH 5268,0,0,0,0,0,0,1
MCH2786,"MAJUMDAR, RAMACHANDRAN AND BAVA",5699,Clothing,Private Limited,Ludhiana,Punjab,2023-12-17 00:00:00,,ACTIVE,1259.46,MCH-2786,0,0,0,1,0,0,0
2020,"Gole, Bera and Patla",5912,Medical,Sole Proprietor,bengaluru,Karnataka,2024-03-31 00:00:00,,ACTIVE,-4119.49,2020,1,0,0,1,0,0,0
MCH6814,Gara-Seth,4814,TELECOM,PRIVATE_LIMITED,Jaipur,Rajasthan,2024-02-07 00:00:00,2121833537,ACTIVE,-1223.19,mch6814,1,0,0,0,0,0,0
MCH6143,BARAL PLC,5411,kirana,PARTNERSHIP,Calcutta,West Bengal,2024-12-05 02:07:44,7112045329,ACTIVE,1054.97,MCH6143,0,0,0,0,0,0,0
MCH1336,Contractor-Dube,5912,Pharmacies,Partnership,Jalandhar,Punjab,2025-05-26 00:00:00,,ACTIVE,0.885,MCH1336,0,0,0,1,0,0,0
MCH9188,Randhawa PLC,4814,Mobile Recharge,PARTNERSHIP,Jalandhar,Punjab,2024-09-11 00:00:00,XXXX7941,ACTIVE,,MCH9188,0,1,0,0,0,0,0
MCH9474,"dutta, ramesh and buch",7011,Hospitality,SOLE_PROPRIETOR,Hyderabad,Telangana,2024-10-13 00:00:00,,BLOCKED,290.21,mch9474,0,0,0,1,0,0,1
MCH4692,"Bhargava, Rajagopal and Karan",7011,Hotel,PRIVATE-LIMITED,New Delhi,Delhi,2024-08-06 00:00:00,6021368633,ACTIVE,,MCH4692,0,1,0,0,0,0,0
MCH1756,"Borah, Sura and Kunda",5411,groceries,PRIVATE-LIMITED,Jaipur,Rajasthan,2025-10-21 00:00:00,,ACTIVE,1371.78,MCH1756,0,0,0,1,0,0,0
MCH2201,"Chandra, Sen and Ray",5812,eating place,PRIVATE-LIMITED,BLR,Karnataka,2025-11-17 00:00:00,XXXX8373,ACTIVE,-384.1,MCH2201,1,0,0,0,0,0,0
MCH3391,Dass Inc,4131,transprt,PARTNERSHIP,Lucknow,Uttar Pradesh,,XXXX1148,ACTIVE,0.1298,MCH3391,0,0,0,0,1,0,0
MCH1100,swamy inc,5311,retail,Partnership,Ludhiana,Punjab,2024-08-17 00:00:00,9084083237,INACTIVE,2008.22,MCH1100,0,0,0,0,0,0,0
MCH5445,Ganesan Ltd,5311,Retail,PARTNERSHIP,Dilli,Delhi,2025-10-19 00:00:00,BVDS4788304098373,ACTIVE,0.2186,MCH5445,0,0,0,0,0,0,0
MCH9276,TRIVEDI-KUNDA,5699,cloths,INDIVIDUAL,Delhi,Delhi,2025-12-31 04:58:00,XXXX9182,INACTIVE,2310.01,MCH9276,0,0,0,0,0,0,0
MCH3925,Buch-Zachariah,5999,Other,partnership,amritsar,Punjab,2025-03-01 20:26:00,BUKN1515786567969,ACTIVE,-2071.12,MCH3925,1,0,0,0,0,0,0
MCH5037,Chadha LLC,5311,DEPT_STORE,Private Limited,JPR,Rajasthan,2025-05-03 00:00:00,5877889834,ACTIVE,-5536.23,MCH5037,1,0,0,0,0,0,0
